ScaleFactor,CR,MAE_mm,RMSE_mm,CompTime_s,DecompTime_s
0.1,11.5786367800963,49.3270511925655,51.1666182080044,3.598345,2.1225614
0.01,11.1998314901266,4.80615172369516,5.00320470997198,1.3465112,2.5458507
0.001,9.07850654330806,0.480461933007704,0.500123249140733,1.6857496,4.7382281
0.0001,6.86549566651899,0.0482002688162655,0.0502236524213642,1.9918559,6.7063203
