ScaleFactor,CR,MAE_mm,RMSE_mm,CompTime_s,DecompTime_s
0.1,12.0305592923133,49.3077614172848,51.150064491515,1.6183268,2.3265331
0.01,11.5853616981809,4.8016030293499,4.99840781417335,1.4573982,2.5727204
0.001,9.44315196535616,0.47991961976404,0.499665249761945,1.6645053,4.2459368
0.0001,7.2825533284791,0.0482416646207656,0.050264847686076,2.220446,7.6306073
