ScaleFactor,CR,MAE_mm,RMSE_mm,CompTime_s,DecompTime_s
0.1,12.0482072992957,42.5627925636863,45.1433479439441,1.7764308,2.5650938
0.01,11.8436172163018,4.7917484137778,4.98515937495898,1.7723171,2.570533
0.001,10.2717750514856,0.480572548486462,0.500198960141429,1.8867372,4.400665
0.0001,7.88862500159824,0.0480299506141932,0.0499984399721578,2.5463781,6.838399
